cluster,mk,count
45,אביחי אברהם בוארון,28
45,אליהו ברוכי,27
45,שרון ניר,27
45,אימאן ח'טיב יאסין,25
45,אריאל קלנר,25
45,קטי קטרין שטרית,24
45,מאיר כהן,21
45,שרן מרים השכל,21
45,בועז טופורובסקי,20
45,ניסים ואטורי,20
45,שלי טל מירון,20
45,ווליד טאהא,19
45,יבגני סובה,19
45,רם בן ברק,18
45,אלמוג כהן,16
45,טטיאנה מזרסקי,15
45,בועז ביסמוט,14
45,שלמה קרעי,14
45,ששון ששי גואטה,14
45,חוה אתי עטייה,13
45,יוסף עטאונה,12
45,איימן עודה,10
45,ירון לוי,10
45,משה רוט,9
45,אורנה ברביבאי,8
45,עופר כסיף,8
45,צגה מלקו,7
45,מתן כהנא,6
45,ואליד אלהואשלה,5
45,סימון מושיאשוילי,5
45,אבי מעוז,4
45,גדי איזנקוט,4
45,גלית דיסטל אטבריאן,3
45,גדעון סער,2
45,יואב קיש,2
45,יפעת שאשא ביטון,2
45,מישל בוסקילה,2
45,עידן רול,2
45,עפיף עבד,2
45,דוד אמסלם,1
45,חיים ביטון,1
45,חילי טרופר,1
45,עידית סילמן,1
45,עמיחי אליהו,1
46,speaker_key,2707
46,שמחה רוטמן,731
46,דוד ביטן,587
46,יעקב אשר,469
46,משה גפני,434
46,ינון אזולאי,275
46,ישראל אייכלר,251
46,נאור שירי,247
46,גלעד קריב,225
46,יצחק פינדרוס,199
46,מיכאל מרדכי ביטון,190
46,נעמה לזימי,188
46,אופיר כץ,187
46,מיקי לוי,180
46,אליהו רביבו,179
46,פנינה תמנו,165
46,יונתן מישרקי,163
46,עודד פורר,155
46,יוסף טייב,145
46,אורית פרקש הכהן,139
46,צביקה פוגל,128
46,מירב בן ארי,125
46,ולדימיר בליאק,122
46,טלי גוטליב,116
46,שלום דנינו,110
46,יולי יואל אדלשטיין,108
46,יוראי להב הרצנו,102
46,קארין אלהרר,97
46,מיכל מרים וולדיגר,96
46,רון כץ,93
46,מירב כהן,90
46,לימור סון הר מלך,89
46,זאב אלקין,87
46,חוה אתי עטייה,86
46,משה טור פז,86
46,משה סעדה,86
46,יסמין פרידמן,84
46,מטי צרפתי הרכבי,80
46,אפרת רייטן מרום,72
46,עמית הלוי,68
46,דבי ביטון,65
46,ארז מלול,63
46,אלון שוסטר,61
46,קטי קטרין שטרית,59
46,חמד עמאר,57
46,יואב סגלוביץ',55
46,ניסים ואטורי,53
46,סימון דוידסון,52
46,אלעזר שטרן,49
46,אלי דלל,48
46,עאידה תומא סלימאן,47
46,ירון לוי,46
46,אוריאל בוסו,43
46,טטיאנה מזרסקי,42
46,משה פסל,41
46,צבי ידידיה סוכות,41
46,אליהו ברוכי,40
46,אברהם בצלאל,38
46,יצחק קרויזר,38
46,יוליה מלינובסקי,37
46,חנוך דב מלביצקי,36
46,מיכל שיר סגמן,36
46,יוסף עטאונה,34
46,בועז ביסמוט,32
46,יבגני סובה,32
46,אימאן ח'טיב יאסין,31
46,מאיר כהן,29
46,עופר כסיף,28
46,אביחי אברהם בוארון,27
46,אוהד טל,27
46,אריאל קלנר,27
46,יאסר חוג'יראת,27
46,איימן עודה,26
46,שלי טל מירון,26
46,שרן מרים השכל,25
46,ווליד טאהא,23
46,רם בן ברק,21
46,בועז טופורובסקי,20
46,שלמה קרעי,19
46,שרון ניר,19
46,משה סולומון,16
46,צגה מלקו,15
46,יואב קיש,14
46,אחמד טיבי,13
46,חילי טרופר,13
46,אלמוג כהן,12
46,מתן כהנא,11
46,ששון ששי גואטה,11
46,חיים ביטון,10
46,סימון מושיאשוילי,10
46,דן אילוז,9
46,גלית דיסטל אטבריאן,8
46,משה רוט,6
46,אביגדור ליברמן,5
46,אורנה ברביבאי,5
46,יפעת שאשא ביטון,5
46,ואליד אלהואשלה,4
46,מנסור עבאס,4
46,עמיחי אליהו,4
46,אריה מכלוף דרעי,3
46,מישל בוסקילה,3
46,משה ארבל,3
46,גדי איזנקוט,2
46,גדעון סער,2
46,דוד אמסלם,2
46,יעקב מרגי,2
46,מרב מיכאלי,2
46,עידית סילמן,2
46,אושר שקלים,1
46,איתן גינזבורג,1
46,אמיר אוחנה,1
46,יריב לוין,1
46,מאיר פרוש,1
46,עדי עזוז,1
46,עידן רול,1
46,עפיף עבד,1
47,speaker_key,1426
47,שמחה רוטמן,337
47,משה גפני,310
47,דוד ביטן,306
47,יעקב אשר,291
47,יצחק פינדרוס,277
47,נעמה לזימי,271
47,אוריאל בוסו,211
47,מיכאל מרדכי ביטון,171
47,גלעד קריב,128
47,מיקי לוי,128
47,יוראי להב הרצנו,126
47,ינון אזולאי,94
47,עודד פורר,93
47,יוליה מלינובסקי,88
47,סימון דוידסון,82
47,יונתן מישרקי,77
47,משה סעדה,74
47,ישראל אייכלר,73
47,פנינה תמנו,66
47,יולי יואל אדלשטיין,65
47,קארין אלהרר,64
47,יוסף טייב,61
47,שלמה קרעי,61
47,טלי גוטליב,59
47,ולדימיר בליאק,57
47,יסמין פרידמן,55
47,עאידה תומא סלימאן,55
47,יואב סגלוביץ',54
47,לימור סון הר מלך,51
47,משה סולומון,49
47,יואב קיש,46
47,אופיר כץ,45
47,אחמד טיבי,41
47,ארז מלול,41
47,שרון ניר,41
47,אלעזר שטרן,40
47,אברהם בצלאל,39
47,נאור שירי,38
47,משה טור פז,37
47,אריאל קלנר,35
47,אורית פרקש הכהן,34
47,מירב בן ארי,34
47,מנסור עבאס,31
47,צביקה פוגל,30
47,שלום דנינו,30
47,אלמוג כהן,29
47,שרן מרים השכל,29
47,אלי דלל,27
47,אליהו רביבו,27
47,טטיאנה מזרסקי,27
47,משה ארבל,26
47,עמית הלוי,26
47,חנוך דב מלביצקי,25
47,מאיר כהן,25
47,חמד עמאר,24
47,אביחי אברהם בוארון,21
47,מטי צרפתי הרכבי,21
47,אפרת רייטן מרום,20
47,שלי טל מירון,20
47,יוסף עטאונה,19
47,ניסים ואטורי,18
47,רם בן ברק,18
47,מיכל מרים וולדיגר,17
47,מירב כהן,17
47,צבי ידידיה סוכות,16
47,קטי קטרין שטרית,16
47,אלון שוסטר,11
47,יבגני סובה,11
47,ששון ששי גואטה,11
47,זאב אלקין,10
47,יצחק קרויזר,10
47,אוהד טל,9
47,ירון לוי,8
47,עופר כסיף,8
47,צגה מלקו,8
47,רון כץ,8
47,אימאן ח'טיב יאסין,7
47,אליהו ברוכי,7
47,ואליד אלהואשלה,7
47,יאסר חוג'יראת,7
47,עידן רול,7
47,אורנה ברביבאי,6
47,ווליד טאהא,6
47,יפעת שאשא ביטון,6
47,בועז ביסמוט,5
47,דבי ביטון,5
47,דן אילוז,5
47,חוה אתי עטייה,5
47,גלית דיסטל אטבריאן,4
47,חילי טרופר,4
47,אופיר סופר,3
47,אורי מקלב,3
47,איימן עודה,3
47,גדי איזנקוט,3
47,משה רוט,3
47,מתן כהנא,3
47,מיכל שיר סגמן,2
47,דוד אמסלם,1
47,מרב מיכאלי,1
47,משה פסל,1
47,סימון מושיאשוילי,1
47,עמיחי אליהו,1
48,speaker_key,3956
48,שמחה רוטמן,1206
48,דוד ביטן,927
48,יעקב אשר,705
48,משה גפני,669
48,ינון אזולאי,443
48,נאור שירי,398
48,גלעד קריב,384
48,מיכאל מרדכי ביטון,370
48,אופיר כץ,368
48,יוסף טייב,346
48,ישראל אייכלר,318
48,נעמה לזימי,307
48,עודד פורר,300
48,פנינה תמנו,284
48,צביקה פוגל,270
48,יונתן מישרקי,260
48,יצחק פינדרוס,239
48,אליהו רביבו,222
48,ולדימיר בליאק,210
48,מיקי לוי,208
48,טלי גוטליב,181
48,יולי יואל אדלשטיין,181
48,אורית פרקש הכהן,161
48,לימור סון הר מלך,154
48,יוראי להב הרצנו,148
48,זאב אלקין,140
48,קארין אלהרר,134
48,משה סעדה,130
48,יסמין פרידמן,128
48,אלי דלל,124
48,עמית הלוי,120
48,חמד עמאר,119
48,סימון דוידסון,116
48,מירב בן ארי,113
48,אוריאל בוסו,105
48,צבי ידידיה סוכות,104
48,אפרת רייטן מרום,98
48,שלום דנינו,94
48,ארז מלול,93
48,מיכל מרים וולדיגר,93
48,חוה אתי עטייה,91
48,רון כץ,89
48,מירב כהן,87
48,מטי צרפתי הרכבי,86
48,יואב סגלוביץ',84
48,דבי ביטון,80
48,משה טור פז,75
48,שלמה קרעי,73
48,אלון שוסטר,71
48,יוליה מלינובסקי,69
48,ניסים ואטורי,69
48,חנוך דב מלביצקי,68
48,שרון ניר,64
48,מאיר כהן,63
48,קטי קטרין שטרית,62
48,יצחק קרויזר,60
48,עאידה תומא סלימאן,60
48,יואב קיש,59
48,אברהם בצלאל,58
48,שרן מרים השכל,55
48,אביחי אברהם בוארון,53
48,אלעזר שטרן,52
48,יבגני סובה,52
48,אוהד טל,51
48,אריאל קלנר,51
48,יוסף עטאונה,50
48,משה פסל,47
48,גלית דיסטל אטבריאן,45
48,טטיאנה מזרסקי,45
48,אימאן ח'טיב יאסין,44
48,עופר כסיף,41
48,רם בן ברק,38
48,שלי טל מירון,38
48,מיכל שיר סגמן,37
48,בועז ביסמוט,36
48,אחמד טיבי,30
48,אליהו ברוכי,30
48,עידן רול,30
48,יאסר חוג'יראת,29
48,צגה מלקו,29
48,איימן עודה,28
48,בועז טופורובסקי,27
48,ווליד טאהא,26
48,אלמוג כהן,22
48,ירון לוי,22
48,מתן כהנא,21
48,ואליד אלהואשלה,19
48,משה סולומון,19
48,סימון מושיאשוילי,16
48,דן אילוז,15
48,ששון ששי גואטה,15
48,יפעת שאשא ביטון,14
48,מרב מיכאלי,14
48,משה רוט,14
48,חילי טרופר,13
48,עמיחי אליהו,12
48,משה ארבל,11
48,אורנה ברביבאי,8
48,יואב גלנט,7
48,עידית סילמן,6
48,גדעון סער,5
48,אריה מכלוף דרעי,4
48,חיים ביטון,4
48,יעל רון בן משה,4
48,מישל בוסקילה,3
48,מנסור עבאס,3
48,אביגדור ליברמן,2
48,איתן גינזבורג,2
48,גדי איזנקוט,2
48,אורי מקלב,1
48,אלי כהן,1
48,בנימין נתניהו,1
48,יעקב מרגי,1
48,יריב לוין,1
48,מיכאל מלכיאלי,1
48,עפיף עבד,1
49,speaker_key,3505
49,שמחה רוטמן,1172
49,דוד ביטן,967
49,יעקב אשר,539
49,משה גפני,417
49,גלעד קריב,362
49,אליהו רביבו,326
49,ישראל אייכלר,309
49,נאור שירי,299
49,פנינה תמנו,276
49,יונתן מישרקי,268
49,אופיר כץ,262
49,ינון אזולאי,253
49,נעמה לזימי,250
49,ולדימיר בליאק,247
49,עודד פורר,237
49,יוסף טייב,226
49,טלי גוטליב,220
49,מיקי לוי,214
49,מיכאל מרדכי ביטון,206
49,יצחק פינדרוס,204
49,זאב אלקין,182
49,משה סעדה,175
49,צביקה פוגל,174
49,קארין אלהרר,143
49,לימור סון הר מלך,138
49,יוראי להב הרצנו,122
49,מירב בן ארי,120
49,שלום דנינו,119
49,בועז טופורובסקי,115
49,עמית הלוי,108
49,מטי צרפתי הרכבי,104
49,מירב כהן,103
49,יואב סגלוביץ',99
49,סימון דוידסון,93
49,קטי קטרין שטרית,91
49,אברהם בצלאל,89
49,חמד עמאר,89
49,אורית פרקש הכהן,81
49,יוליה מלינובסקי,78
49,צבי ידידיה סוכות,77
49,מיכל מרים וולדיגר,76
49,משה טור פז,75
49,דבי ביטון,74
49,יסמין פרידמן,74
49,אלי דלל,73
49,משה סולומון,73
49,חנוך דב מלביצקי,72
49,יבגני סובה,70
49,אפרת רייטן מרום,66
49,יולי יואל אדלשטיין,66
49,רון כץ,66
49,ארז מלול,65
49,עופר כסיף,63
49,אוריאל בוסו,59
49,אלון שוסטר,55
49,עאידה תומא סלימאן,55
49,ניסים ואטורי,53
49,אוהד טל,49
49,אלעזר שטרן,49
49,מאיר כהן,49
49,חוה אתי עטייה,46
49,אלמוג כהן,45
49,ירון לוי,40
49,שרון ניר,40
49,שלי טל מירון,38
49,אביחי אברהם בוארון,36
49,אחמד טיבי,35
49,יצחק קרויזר,35
49,יוסף עטאונה,33
49,איימן עודה,32
49,אליהו ברוכי,32
49,יאסר חוג'יראת,31
49,משה פסל,31
49,בועז ביסמוט,30
49,טטיאנה מזרסקי,30
49,מיכל שיר סגמן,30
49,שלמה קרעי,30
49,ששון ששי גואטה,26
49,אריאל קלנר,24
49,שרן מרים השכל,24
49,יואב קיש,23
49,דן אילוז,21
49,אימאן ח'טיב יאסין,20
49,אורנה ברביבאי,19
49,מתן כהנא,17
49,רם בן ברק,15
49,אביגדור ליברמן,12
49,ווליד טאהא,12
49,צגה מלקו,12
49,ואליד אלהואשלה,9
49,סימון מושיאשוילי,9
49,מרב מיכאלי,8
49,משה רוט,7
49,יפעת שאשא ביטון,6
49,איתן גינזבורג,5
49,עמיחי אליהו,5
49,גדעון סער,4
49,אופיר סופר,3
49,גלית דיסטל אטבריאן,3
49,מישל בוסקילה,3
49,מנסור עבאס,3
49,איתמר בן גביר,2
49,דוד אמסלם,2
49,אלי כהן,1
49,חיים ביטון,1
49,חילי טרופר,1
49,עידן רול,1
50,speaker_key,3154
50,שמחה רוטמן,732
50,דוד ביטן,621
50,יעקב אשר,581
50,משה גפני,323
50,גלעד קריב,297
50,נאור שירי,275
50,ינון אזולאי,232
50,מיכאל מרדכי ביטון,222
50,צביקה פוגל,214
50,ישראל אייכלר,209
50,יוסף טייב,185
50,נעמה לזימי,185
50,יצחק פינדרוס,178
50,יונתן מישרקי,170
50,זאב אלקין,163
50,אליהו רביבו,157
50,ולדימיר בליאק,149
50,אלי דלל,148
50,אופיר כץ,145
50,פנינה תמנו,142
50,עמית הלוי,141
50,עודד פורר,138
50,טלי גוטליב,120
50,קארין אלהרר,120
50,מיקי לוי,118
50,מטי צרפתי הרכבי,109
50,לימור סון הר מלך,101
50,סימון דוידסון,97
50,מירב בן ארי,90
50,ארז מלול,88
50,חמד עמאר,88
50,אורית פרקש הכהן,85
50,יוראי להב הרצנו,81
50,יואב סגלוביץ',76
50,יולי יואל אדלשטיין,76
50,יסמין פרידמן,76
50,מירב כהן,76
50,דבי ביטון,75
50,אוריאל בוסו,71
50,משה סעדה,71
50,עאידה תומא סלימאן,69
50,אפרת רייטן מרום,67
50,אלון שוסטר,65
50,ירון לוי,58
50,מיכל מרים וולדיגר,58
50,שלום דנינו,57
50,חנוך דב מלביצקי,56
50,יוליה מלינובסקי,53
50,אלעזר שטרן,51
50,משה טור פז,51
50,קטי קטרין שטרית,47
50,מאיר כהן,46
50,צבי ידידיה סוכות,46
50,אברהם בצלאל,42
50,יאסר חוג'יראת,42
50,משה פסל,42
50,אחמד טיבי,39
50,רון כץ,38
50,אלמוג כהן,36
50,יבגני סובה,33
50,עופר כסיף,31
50,רם בן ברק,31
50,שרון ניר,31
50,אוהד טל,30
50,דן אילוז,30
50,ניסים ואטורי,29
50,יוסף עטאונה,28
50,משה סולומון,28
50,שלי טל מירון,27
50,אריאל קלנר,20
50,חוה אתי עטייה,20
50,מתן כהנא,20
50,יצחק קרויזר,19
50,שלמה קרעי,19
50,אימאן ח'טיב יאסין,18
50,מיכל שיר סגמן,18
50,בועז ביסמוט,16
50,יואב קיש,16
50,שרן מרים השכל,16
50,אליהו ברוכי,15
50,טטיאנה מזרסקי,15
50,אביחי אברהם בוארון,14
50,ווליד טאהא,14
50,משה רוט,13
50,אורנה ברביבאי,11
50,גלית דיסטל אטבריאן,11
50,ששון ששי גואטה,11
50,חילי טרופר,10
50,איימן עודה,9
50,ואליד אלהואשלה,9
50,מרב מיכאלי,9
50,בועז טופורובסקי,8
50,מנסור עבאס,7
50,אביגדור ליברמן,6
50,גדעון סער,6
50,עמיחי אליהו,6
50,צגה מלקו,6
50,יפעת שאשא ביטון,5
50,סימון מושיאשוילי,5
50,מישל בוסקילה,4
50,עידן רול,4
50,איתמר בן גביר,3
50,איתן גינזבורג,2
50,משה ארבל,2
50,בנימין גנץ,1
50,גדי איזנקוט,1
50,דוד אמסלם,1
50,חיים ביטון,1
50,יעל רון בן משה,1
50,יצחק גולדקנופ,1
50,עידית סילמן,1
51,speaker_key,6011
51,שמחה רוטמן,2219
51,דוד ביטן,1590
51,יעקב אשר,797
51,ינון אזולאי,700
51,צביקה פוגל,621
51,יצחק פינדרוס,550
51,גלעד קריב,529
51,אופיר כץ,511
51,משה גפני,492
51,מיקי לוי,481
51,ישראל אייכלר,452
51,יולי יואל אדלשטיין,448
51,שלום דנינו,423
51,נעמה לזימי,419
51,נאור שירי,414
51,פנינה תמנו,376
51,טלי גוטליב,365
51,ולדימיר בליאק,337
51,עודד פורר,324
51,מיכאל מרדכי ביטון,318
51,קארין אלהרר,304
51,משה סעדה,301
51,מטי צרפתי הרכבי,290
51,יונתן מישרקי,263
51,מירב בן ארי,254
51,אלעזר שטרן,197
51,אליהו רביבו,188
51,מירב כהן,181
51,מיכל מרים וולדיגר,168
51,רון כץ,163
51,אלי דלל,153
51,יואב סגלוביץ',149
51,ארז מלול,145
51,חוה אתי עטייה,134
51,יוסף טייב,127
51,אורית פרקש הכהן,124
51,יוראי להב הרצנו,121
51,משה פסל,113
51,עמית הלוי,111
51,זאב אלקין,109
51,בועז ביסמוט,105
51,אלון שוסטר,102
51,לימור סון הר מלך,100
51,בועז טופורובסקי,98
51,טטיאנה מזרסקי,90
51,קטי קטרין שטרית,89
51,אברהם בצלאל,87
51,אוהד טל,87
51,חנוך דב מלביצקי,86
51,ירון לוי,86
51,מאיר כהן,81
51,שרן מרים השכל,78
51,חמד עמאר,76
51,אפרת רייטן מרום,73
51,אחמד טיבי,70
51,אריאל קלנר,70
51,ניסים ואטורי,70
51,עאידה תומא סלימאן,69
51,אוריאל בוסו,67
51,משה טור פז,66
51,עופר כסיף,66
51,יצחק קרויזר,65
51,דבי ביטון,64
51,יאסר חוג'יראת,54
51,דן אילוז,53
51,סימון דוידסון,53
51,אימאן ח'טיב יאסין,48
51,יבגני סובה,48
51,אורנה ברביבאי,47
51,יסמין פרידמן,45
51,יוסף עטאונה,43
51,שלי טל מירון,42
51,איימן עודה,40
51,משה סולומון,38
51,יוליה מלינובסקי,35
51,מתן כהנא,30
51,צבי ידידיה סוכות,30
51,רם בן ברק,27
51,ששון ששי גואטה,27
51,צגה מלקו,23
51,גלית דיסטל אטבריאן,20
51,אביגדור ליברמן,19
51,גדי איזנקוט,19
51,שרון ניר,18
51,אליהו ברוכי,17
51,סימון מושיאשוילי,16
51,ואליד אלהואשלה,15
51,אלמוג כהן,14
51,חילי טרופר,14
51,אביחי אברהם בוארון,12
51,איתן גינזבורג,8
51,גדעון סער,6
51,מיכל שיר סגמן,6
51,עידן רול,5
51,ווליד טאהא,4
51,יואב קיש,4
51,יפעת שאשא ביטון,4
51,מרב מיכאלי,4
51,משה רוט,4
51,אמיר אוחנה,3
51,מנסור עבאס,3
51,עמיחי אליהו,3
51,שלמה קרעי,3
51,איתמר בן גביר,2
51,עפיף עבד,2
51,בנימין גנץ,1
51,יואב גלנט,1
51,יעקב מרגי,1
51,יצחק שמעון וסרלאוף,1
51,מישל בוסקילה,1
51,משה ארבל,1
51,עדי עזוז,1
52,speaker_key,4343
52,שמחה רוטמן,1182
52,דוד ביטן,975
52,יעקב אשר,891
52,משה גפני,500
52,גלעד קריב,480
52,יונתן מישרקי,375
52,פנינה תמנו,345
52,נעמה לזימי,333
52,ישראל אייכלר,331
52,צביקה פוגל,321
52,ינון אזולאי,309
52,נאור שירי,293
52,מיכאל מרדכי ביטון,288
52,אופיר כץ,278
52,יוסף טייב,265
52,יצחק פינדרוס,259
52,מיקי לוי,245
52,אליהו רביבו,240
52,קארין אלהרר,221
52,טלי גוטליב,203
52,עודד פורר,203
52,ולדימיר בליאק,193
52,עמית הלוי,176
52,לימור סון הר מלך,171
52,זאב אלקין,169
52,שלום דנינו,165
52,אברהם בצלאל,154
52,יוראי להב הרצנו,145
52,אלי דלל,144
52,מירב כהן,132
52,מירב בן ארי,129
52,יולי יואל אדלשטיין,128
52,חמד עמאר,116
52,ארז מלול,115
52,צבי ידידיה סוכות,111
52,אפרת רייטן מרום,107
52,יסמין פרידמן,107
52,מטי צרפתי הרכבי,105
52,מיכל מרים וולדיגר,105
52,אורית פרקש הכהן,99
52,סימון דוידסון,94
52,חנוך דב מלביצקי,92
52,יואב סגלוביץ',90
52,אוריאל בוסו,87
52,דבי ביטון,83
52,אלון שוסטר,80
52,שלמה קרעי,79
52,שלי טל מירון,77
52,משה סעדה,76
52,משה טור פז,71
52,ניסים ואטורי,69
52,רון כץ,69
52,יואב קיש,67
52,עאידה תומא סלימאן,65
52,אוהד טל,63
52,קטי קטרין שטרית,63
52,יוליה מלינובסקי,62
52,יבגני סובה,59
52,משה פסל,58
52,אלעזר שטרן,55
52,חוה אתי עטייה,54
52,יצחק קרויזר,54
52,אחמד טיבי,51
52,טטיאנה מזרסקי,49
52,משה סולומון,47
52,איימן עודה,46
52,אימאן ח'טיב יאסין,45
52,בועז ביסמוט,43
52,יאסר חוג'יראת,43
52,אורנה ברביבאי,42
52,אליהו ברוכי,41
52,מיכל שיר סגמן,41
52,שרון ניר,41
52,יוסף עטאונה,40
52,אלמוג כהן,39
52,אביחי אברהם בוארון,38
52,שרן מרים השכל,37
52,ששון ששי גואטה,36
52,ווליד טאהא,34
52,מאיר כהן,33
52,בועז טופורובסקי,30
52,אריאל קלנר,29
52,ירון לוי,28
52,עופר כסיף,28
52,צגה מלקו,27
52,דן אילוז,21
52,רם בן ברק,20
52,יפעת שאשא ביטון,16
52,סימון מושיאשוילי,16
52,מתן כהנא,12
52,משה רוט,11
52,גלית דיסטל אטבריאן,10
52,חילי טרופר,10
52,מרב מיכאלי,10
52,עידן רול,10
52,אביגדור ליברמן,9
52,ואליד אלהואשלה,9
52,דוד אמסלם,8
52,משה אבוטבול,6
52,משה ארבל,6
52,עמיחי אליהו,5
52,מישל בוסקילה,4
52,מנסור עבאס,4
52,אבי מעוז,3
52,איתן גינזבורג,3
52,גדעון סער,3
52,גדי איזנקוט,2
52,יאיר לפיד,2
52,יצחק גולדקנופ,2
52,אופיר סופר,1
52,איתמר בן גביר,1
52,יצחק שמעון וסרלאוף,1
52,יריב לוין,1
52,מיכאל מלכיאלי,1
53,speaker_key,2975
53,שמחה רוטמן,808
53,דוד ביטן,728
53,יעקב אשר,583
53,משה גפני,365
53,גלעד קריב,303
53,נאור שירי,251
53,מיכאל מרדכי ביטון,233
53,ינון אזולאי,232
53,נעמה לזימי,221
53,צביקה פוגל,214
53,אופיר כץ,211
53,אליהו רביבו,210
53,יונתן מישרקי,199
53,ישראל אייכלר,199
53,יוסף טייב,191
53,יצחק פינדרוס,187
53,עודד פורר,182
53,פנינה תמנו,182
53,ולדימיר בליאק,161
53,מיקי לוי,157
53,טלי גוטליב,141
53,מירב בן ארי,131
53,לימור סון הר מלך,128
53,שלום דנינו,121
53,עמית הלוי,116
53,קארין אלהרר,114
53,זאב אלקין,112
53,מטי צרפתי הרכבי,102
53,אלי דלל,93
53,יולי יואל אדלשטיין,92
53,ארז מלול,88
53,יוראי להב הרצנו,87
53,יסמין פרידמן,86
53,קטי קטרין שטרית,83
53,אפרת רייטן מרום,82
53,אורית פרקש הכהן,81
53,מירב כהן,80
53,משה סעדה,74
53,רון כץ,74
53,דבי ביטון,70
53,משה טור פז,67
53,סימון דוידסון,66
53,אלון שוסטר,60
53,יואב קיש,59
53,אוריאל בוסו,55
53,מיכל מרים וולדיגר,53
53,חמד עמאר,51
53,יואב סגלוביץ',50
53,יוליה מלינובסקי,50
53,חנוך דב מלביצקי,49
53,משה פסל,47
53,עאידה תומא סלימאן,46
53,יצחק קרויזר,45
53,אברהם בצלאל,44
53,אלעזר שטרן,43
53,אוהד טל,42
53,אביחי אברהם בוארון,41
53,חוה אתי עטייה,39
53,צבי ידידיה סוכות,39
53,שלמה קרעי,35
53,יאסר חוג'יראת,34
53,שלי טל מירון,34
53,יבגני סובה,32
53,שרן מרים השכל,31
53,שרון ניר,30
53,אריאל קלנר,29
53,ירון לוי,29
53,ניסים ואטורי,29
53,אלמוג כהן,28
53,משה סולומון,28
53,טטיאנה מזרסקי,27
53,אחמד טיבי,26
53,אליהו ברוכי,26
53,ששון ששי גואטה,26
53,בועז ביסמוט,25
53,בועז טופורובסקי,25
53,עופר כסיף,25
53,מאיר כהן,24
53,גלית דיסטל אטבריאן,23
53,יוסף עטאונה,22
53,אימאן ח'טיב יאסין,20
53,מיכל שיר סגמן,20
53,עידן רול,17
53,דן אילוז,15
53,רם בן ברק,15
53,ווליד טאהא,14
53,איימן עודה,13
53,מתן כהנא,13
53,ואליד אלהואשלה,12
53,עמיחי אליהו,12
53,צגה מלקו,12
53,סימון מושיאשוילי,9
53,חילי טרופר,8
53,משה ארבל,7
53,אורנה ברביבאי,6
53,יואב בן צור,5
53,מישל בוסקילה,5
53,מנסור עבאס,5
53,מרב מיכאלי,5
53,משה רוט,5
53,גדעון סער,4
53,גדי איזנקוט,3
53,דוד אמסלם,3
53,חיים ביטון,3
53,עידית סילמן,3
53,עמיחי שיקלי,3
53,מאיר פרוש,2
53,אבי מעוז,1
53,אביגדור ליברמן,1
53,איתמר בן גביר,1
53,אריה מכלוף דרעי,1
53,גילה גמליאל,1
53,יעל רון בן משה,1
53,יעקב מרגי,1
53,יפעת שאשא ביטון,1
53,יריב לוין,1
54,speaker_key,1816
54,שמחה רוטמן,1468
54,דוד ביטן,398
54,משה גפני,349
54,יעקב אשר,258
54,יוסף טייב,255
54,ישראל אייכלר,237
54,ינון אזולאי,210
54,נאור שירי,183
54,גלעד קריב,170
54,מיכאל מרדכי ביטון,168
54,עודד פורר,132
54,אליהו רביבו,117
54,ולדימיר בליאק,115
54,אפרת רייטן מרום,109
54,פנינה תמנו,102
54,אריאל קלנר,94
54,אלי דלל,88
54,עופר כסיף,87
54,אופיר כץ,83
54,אוריאל בוסו,79
54,ארז מלול,76
54,קארין אלהרר,73
54,אורית פרקש הכהן,63
54,יוליה מלינובסקי,62
54,מירב כהן,60
54,עמית הלוי,60
54,יצחק פינדרוס,57
54,צביקה פוגל,57
54,חמד עמאר,53
54,דבי ביטון,51
54,משה סעדה,49
54,נעמה לזימי,49
54,אלון שוסטר,48
54,מירב בן ארי,48
54,חנוך דב מלביצקי,47
54,יואב סגלוביץ',47
54,מטי צרפתי הרכבי,43
54,טלי גוטליב,42
54,יוראי להב הרצנו,42
54,גדעון סער,34
54,לימור סון הר מלך,32
54,ניסים ואטורי,32
54,זאב אלקין,28
54,מיקי לוי,27
54,צבי ידידיה סוכות,27
54,יסמין פרידמן,25
54,רון כץ,24
54,משה טור פז,23
54,סימון דוידסון,23
54,עאידה תומא סלימאן,22
54,קטי קטרין שטרית,22
54,שלום דנינו,22
54,אחמד טיבי,21
54,מאיר כהן,19
54,חוה אתי עטייה,18
54,יונתן מישרקי,18
54,מיכל מרים וולדיגר,18
54,משה סולומון,16
54,אלמוג כהן,15
54,צגה מלקו,15
54,בועז טופורובסקי,14
54,יולי יואל אדלשטיין,14
54,בועז ביסמוט,12
54,אוהד טל,11
54,טטיאנה מזרסקי,10
54,יוסף עטאונה,10
54,מיכל שיר סגמן,10
54,יבגני סובה,9
54,שלי טל מירון,9
54,איתן גינזבורג,8
54,שלמה קרעי,8
54,יצחק קרויזר,7
54,משה פסל,7
54,אברהם בצלאל,6
54,איימן עודה,6
54,אלעזר שטרן,6
54,גלית דיסטל אטבריאן,6
54,יאסר חוג'יראת,6
54,ירון לוי,6
54,אליהו ברוכי,5
54,דן אילוז,4
54,שרון ניר,4
54,גדי איזנקוט,3
54,ווליד טאהא,3
54,מרב מיכאלי,3
54,רם בן ברק,3
54,אביחי אברהם בוארון,2
54,אימאן ח'טיב יאסין,2
54,דוד אמסלם,2
54,ניר ברקת,2
